,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,NC1.0,CNT,Fire Alarm
51494,29.73,39.51,44.0,400.0,12838.0,20728,937.558,2.24,2.401,352,False
51495,28.35,39.58,81.0,432.0,12817.0,20705,937.565,2.27,2.4330000000000003,353,False
51496,27.85,40.52,74.0,428.0,12816.0,20696,937.571,2.29,2.459,354,False
51497,27.66,41.54,62.0,430.0,12821.0,20710,937.572,2.34,2.511,355,False
51498,27.49,42.4,64.0,415.0,12827.0,20709,937.582,2.35,2.519,356,False
51499,27.39,43.02,56.0,414.0,12823.0,20713,937.593,2.39,2.5660000000000003,357,False
51500,27.3,43.54,64.0,421.0,12823.0,20713,937.583,2.42,2.599,358,False
51501,27.23,43.91,50.0,409.0,12826.0,20718,937.584,2.47,2.649,359,False
51502,27.16,44.18,55.0,418.0,12830.0,20724,937.583,2.48,2.66,360,False
51503,27.12,44.45,60.0,415.0,12834.0,20728,937.586,2.46,2.637,361,False
51504,27.06,44.66,56.0,408.0,12833.0,20718,937.574,2.45,2.625,362,False
51505,26.98,44.79,61.0,410.0,12825.0,20719,937.567,2.44,2.617,363,False
51506,26.94,44.97,66.0,420.0,12824.0,20709,937.561,2.44,2.6180000000000003,364,False
51507,26.9,45.11,49.0,400.0,12835.0,20722,937.554,2.47,2.65,365,False
51508,26.88,45.23,36.0,400.0,12836.0,20725,937.558,2.47,2.654,366,False
51509,26.81,45.32,50.0,400.0,12827.0,20726,937.544,2.48,2.662,367,False
51510,26.8,45.42,43.0,400.0,12836.0,20738,937.536,2.49,1.942,368,False
51511,26.75,45.53,46.0,400.0,12836.0,20736,937.542,2.49,2.673,369,False
51512,26.75,45.61,981.0,400.0,12838.0,20735,937.541,2.48,2.665,370,False
51513,26.69,45.72,43.0,400.0,12829.0,20724,937.542,2.48,2.662,371,False
51514,26.68,45.75,32.0,400.0,12833.0,20741,937.541,2.44,2.622,372,False
51515,26.67,45.81,32.0,400.0,12833.0,20737,937.552,2.42,2.596,373,False
51516,26.63,45.86,37.0,400.0,12831.0,20737,937.554,2.41,2.584,374,False
51517,26.64,45.93,47.0,405.0,12834.0,20737,937.554,2.41,2.583,375,False
51518,26.6,45.96,45.0,408.0,12833.0,20734,937.553,2.39,2.562,376,False
51519,26.57,46.07,43.0,402.0,12830.0,20729,937.557,2.36,2.536,377,False
51520,26.56,46.09,51.0,409.0,12833.0,20728,937.565,2.34,2.51,378,False
51521,26.54,46.17,47.0,400.0,12835.0,20723,937.565,2.33,2.505,379,False
51522,26.53,46.2,50.0,402.0,12833.0,20722,937.554,2.3,2.467,380,False
51523,26.5,46.24,53.0,408.0,12832.0,20726,937.562,2.28,2.452,381,False
51524,26.51,46.27,54.0,400.0,12828.0,20722,937.566,2.24,2.406,382,False
51525,27.94,46.22,34.0,400.0,12841.0,20744,937.557,2.22,2.378,383,False
51526,28.35,45.17,19.0,400.0,12847.0,20751,937.568,2.15,2.309,384,False
51527,28.57,44.2,981.0,400.0,12847.0,20759,937.568,2.14,2.292,385,False
51528,28.7,43.29,22.0,400.0,12841.0,20751,937.573,2.09,2.241,386,False
51529,28.82,42.59,22.0,400.0,12848.0,20758,937.576,2.08,2.233,387,False
51530,28.93,42.11,25.0,400.0,12848.0,20754,937.574,2.06,2.211,388,False
51531,29.0,41.68,33.0,400.0,12841.0,20744,937.56,2.05,2.205,389,False
51532,29.05,41.38,32.0,400.0,12832.0,20737,937.557,2.05,2.2030000000000003,390,False
51533,29.1,41.12,36.0,400.0,12841.0,20738,937.557,2.04,2.19,391,False
51534,29.18,40.97,53.0,400.0,12833.0,20721,937.558,2.03,2.18,392,False
51535,29.22,40.8,64.0,400.0,12827.0,20715,937.549,2.0,2.151,393,False
51536,29.27,40.65,62.0,400.0,12837.0,20710,937.549,2.0,2.148,394,False
51537,29.3,40.51,65.0,400.0,12833.0,20706,937.55,1.99,2.139,395,False
51538,29.32,40.48,68.0,406.0,12829.0,20710,937.553,1.99,2.137,396,False
51539,29.32,40.4,59.0,400.0,12836.0,20711,937.547,1.98,2.128,397,False
51540,29.39,40.31,70.0,400.0,12833.0,20700,937.542,1.99,2.136,398,False
51541,29.43,40.27,76.0,401.0,12831.0,20702,937.545,2.01,2.156,399,False
51542,29.45,40.21,74.0,402.0,12830.0,20695,937.534,2.01,2.158,400,False
51543,29.46,40.11,75.0,400.0,12833.0,20709,937.536,1.99,2.137,401,False
51544,29.49,40.08,79.0,400.0,12832.0,20698,937.527,2.0,2.149,402,False
51545,29.53,40.01,62.0,400.0,12835.0,20702,937.524,2.01,2.152,403,False
51546,29.53,39.94,70.0,400.0,12833.0,20703,937.518,2.01,2.153,404,False
51547,29.55,39.91,61.0,400.0,12839.0,20718,937.508,1.96,2.102,405,False
51548,29.58,39.82,60.0,400.0,12827.0,20707,937.51,1.95,2.088,406,False
51549,29.56,39.83,65.0,403.0,12834.0,20699,937.522,1.96,2.1,407,False
51550,29.61,39.84,57.0,400.0,12836.0,20719,937.522,1.98,2.12,408,False
51551,29.63,39.78,56.0,400.0,12834.0,20722,937.517,2.03,2.178,409,False
51552,29.65,39.71,43.0,400.0,12843.0,20732,937.522,2.05,2.198,410,False
51553,29.65,39.73,54.0,400.0,12834.0,20724,937.53,2.05,2.202,411,False
51554,29.63,39.69,66.0,402.0,12826.0,20711,937.534,2.03,2.1830000000000003,412,False
51555,28.28,39.75,82.0,420.0,12824.0,20688,937.541,2.01,2.153,413,False
51556,27.78,40.7,87.0,431.0,12817.0,20675,937.543,1.95,2.097,414,False
51557,27.6,41.68,97.0,423.0,12814.0,20678,937.542,1.93,2.076,415,False
51558,27.43,42.5,96.0,418.0,12819.0,20681,937.551,1.92,2.061,416,False
51559,27.32,43.18,94.0,406.0,12827.0,20689,937.548,1.92,2.056,417,False
51560,27.26,43.66,73.0,400.0,12829.0,20695,937.537,1.92,2.061,418,False
51561,27.15,44.07,70.0,400.0,12833.0,20709,937.542,1.93,2.074,419,False
51562,27.11,44.36,57.0,400.0,12838.0,20713,937.534,1.94,2.08,420,False
51563,27.04,44.6,981.0,400.0,12829.0,20703,937.539,1.93,2.075,421,False
51564,26.96,44.76,64.0,400.0,12835.0,20712,937.543,1.89,2.033,422,False
51565,26.92,44.97,78.0,413.0,12833.0,20696,937.542,1.88,2.015,423,False
51566,26.9,45.12,69.0,400.0,12830.0,20698,937.546,1.82,1.955,424,False
51567,26.84,45.22,71.0,401.0,12830.0,20697,937.545,1.79,1.916,425,False
51568,26.81,45.36,59.0,400.0,12830.0,20710,937.539,1.74,1.864,426,False
51569,26.78,45.47,61.0,400.0,12833.0,20707,937.517,1.77,1.896,427,False
51570,26.74,45.55,65.0,400.0,12832.0,20708,937.519,1.76,1.893,428,False
51571,26.74,45.64,59.0,400.0,12828.0,20716,937.515,1.75,1.877,429,False
51572,26.67,45.71,63.0,401.0,12831.0,20715,937.506,1.71,1.836,430,False
51573,26.65,45.8,52.0,400.0,12829.0,20708,937.512,1.7,1.83,431,False
51574,26.63,45.86,62.0,400.0,12833.0,20713,937.503,1.68,1.8,432,False
51575,26.63,45.96,50.0,400.0,12835.0,20720,937.508,1.68,1.802,433,False
51576,26.58,46.0,47.0,400.0,12834.0,20726,937.51,1.69,1.818,434,False
51577,26.56,46.07,50.0,400.0,12827.0,20719,937.503,1.72,1.848,435,False
51578,26.53,46.12,48.0,400.0,12831.0,20720,937.51,1.73,1.856,436,False
51579,26.53,46.13,50.0,400.0,12829.0,20713,937.505,1.72,1.845,437,False
51580,26.5,46.23,60.0,400.0,12830.0,20714,937.513,1.72,1.845,438,False
51581,26.5,46.31,55.0,406.0,12834.0,20716,937.511,1.72,1.846,439,False
51582,26.48,46.27,57.0,400.0,12833.0,20713,937.511,1.74,1.863,440,False
51583,26.43,46.36,54.0,401.0,12829.0,20714,937.504,1.74,1.872,441,False
51584,26.44,46.39,68.0,403.0,12829.0,20699,937.513,1.75,1.875,442,False
51585,27.87,46.35,51.0,400.0,12838.0,20719,937.515,1.78,1.91,443,False
51586,28.29,45.33,50.0,400.0,12844.0,20715,937.514,1.8,1.929,444,False
51587,28.53,44.34,59.0,400.0,12844.0,20710,937.524,1.84,1.977,445,False
51588,28.63,43.44,58.0,400.0,12846.0,20715,937.515,1.85,1.988,446,False
51589,28.73,42.81,64.0,400.0,12842.0,20715,937.516,1.86,2.0,447,False
51590,28.82,42.27,55.0,400.0,12842.0,20715,937.524,1.87,2.01,448,False
51591,28.93,41.87,58.0,400.0,12836.0,20715,937.527,1.87,2.008,449,False
51592,28.98,41.58,57.0,400.0,12840.0,20717,937.531,1.88,2.02,450,False
51593,29.05,41.3,55.0,400.0,12837.0,20716,937.523,1.91,2.055,451,False
51594,29.11,41.11,59.0,400.0,12837.0,20705,937.525,1.94,2.077,452,False
51595,29.14,40.93,68.0,400.0,12832.0,20690,937.53,1.92,2.065,453,False
51596,29.2,40.8,67.0,400.0,12836.0,20707,937.535,1.94,2.079,454,False
51597,29.22,40.69,50.0,400.0,12836.0,20715,937.525,1.93,2.072,455,False
51598,29.27,40.6,52.0,400.0,12841.0,20720,937.53,1.91,2.0540000000000003,456,False
51599,29.27,40.51,58.0,400.0,12835.0,20714,937.544,1.93,2.066,457,False
51600,29.31,40.48,60.0,400.0,12839.0,20709,937.542,1.95,2.092,458,False
51601,29.37,40.32,59.0,400.0,12840.0,20714,937.541,1.95,2.09,459,False
51602,29.39,40.27,64.0,400.0,12836.0,20717,937.53,1.96,2.103,460,False
51603,29.38,40.19,66.0,400.0,12831.0,20704,937.53,1.96,2.108,461,False
51604,29.41,40.17,981.0,400.0,12837.0,20707,937.532,1.96,2.101,462,False
51605,29.45,40.08,69.0,400.0,12834.0,20701,937.536,1.93,2.075,463,False
51606,29.45,40.06,62.0,400.0,12832.0,20708,937.533,1.89,2.024,464,False
51607,29.48,40.05,67.0,400.0,12834.0,20707,937.534,1.87,2.007,465,False
51608,29.51,40.01,58.0,400.0,12837.0,20708,937.531,1.86,1.991,466,False
51609,29.51,39.95,69.0,403.0,12833.0,20698,937.535,1.87,2.008,467,False
51610,29.55,39.87,78.0,401.0,12829.0,20693,937.536,1.94,2.086,468,False
51611,29.56,39.83,81.0,400.0,12826.0,20689,937.539,1.97,2.119,469,False
51612,29.58,39.82,80.0,402.0,12829.0,20684,937.517,2.07,2.218,470,False
51613,29.62,39.77,74.0,401.0,12837.0,20693,937.506,2.1,2.257,471,False
51614,29.59,39.72,72.0,400.0,12832.0,20694,937.515,2.14,2.295,472,False
51615,28.21,39.83,91.0,426.0,12817.0,20673,937.516,2.16,2.314,473,False
51616,27.74,40.72,102.0,430.0,12812.0,20671,937.516,2.15,2.307,474,False
51617,27.53,41.71,86.0,424.0,12813.0,20684,937.527,2.14,2.302,475,False
51618,27.38,42.59,84.0,422.0,12822.0,20685,937.532,2.17,2.332,476,False
51619,27.26,43.28,78.0,410.0,12819.0,20684,937.538,2.17,2.333,477,False
51620,27.18,43.8,67.0,410.0,12827.0,20700,937.533,2.18,2.342,478,False
51621,27.09,44.18,66.0,400.0,12830.0,20709,937.528,2.2,2.358,479,False
51622,27.04,44.49,63.0,400.0,12829.0,20704,937.518,2.24,2.404,480,False
51623,26.95,44.76,60.0,400.0,12829.0,20717,937.519,2.27,2.44,481,False
51624,26.92,44.97,57.0,400.0,12830.0,20713,937.521,2.29,2.4530000000000003,482,False
51625,26.9,45.08,68.0,408.0,12823.0,20703,937.531,2.32,2.487,483,False
51626,26.84,45.23,64.0,400.0,12832.0,20712,937.533,2.36,2.529,484,False
51627,26.78,45.34,61.0,400.0,12825.0,20704,937.532,2.39,2.569,485,False
51628,26.78,45.48,60.0,400.0,12832.0,20706,937.529,2.38,2.55,486,False
51629,26.72,45.6,58.0,400.0,12830.0,20711,937.537,2.31,2.475,487,False
51630,26.69,45.63,57.0,406.0,12826.0,20712,937.534,2.27,2.438,488,False
51631,26.68,45.76,49.0,400.0,12828.0,20712,937.53,2.19,2.3480000000000003,489,False
51632,26.64,45.85,56.0,404.0,12827.0,20716,937.531,2.16,2.32,490,False
51633,26.61,45.94,53.0,400.0,12831.0,20725,937.534,2.09,2.242,491,False
51634,26.56,46.0,59.0,407.0,12822.0,20707,937.545,2.05,2.197,492,False
51635,26.56,46.1,65.0,409.0,12828.0,20698,937.545,1.97,2.114,493,False
51636,26.53,46.1,64.0,400.0,12827.0,20704,937.551,1.92,2.06,494,False
51637,26.51,46.16,58.0,400.0,12828.0,20704,937.544,1.83,1.963,495,False
51638,26.51,46.25,62.0,400.0,12827.0,20707,937.538,1.79,1.917,496,False
51639,26.47,46.29,65.0,404.0,12829.0,20703,937.545,1.73,1.857,497,False
51640,26.46,46.34,75.0,410.0,12824.0,20693,937.532,1.71,1.831,498,False
51641,26.47,46.39,70.0,401.0,12826.0,20695,937.533,1.73,1.854,499,False
51642,26.41,46.43,70.0,400.0,12826.0,20696,937.534,1.75,1.877,500,False
51643,26.41,46.45,79.0,404.0,12826.0,20682,937.528,1.8,1.934,501,False
51644,26.39,46.51,76.0,400.0,12830.0,20701,937.525,1.84,1.98,502,False
51645,27.81,46.47,53.0,400.0,12848.0,20722,937.516,1.92,2.059,503,False
51646,28.27,45.42,65.0,400.0,12840.0,20701,937.531,1.93,2.068,504,False
51647,28.49,44.4,64.0,400.0,12836.0,20704,937.513,1.91,2.055,505,False
51648,28.6,43.56,63.0,400.0,12836.0,20702,937.524,1.91,2.0540000000000003,506,False
51649,28.73,42.82,66.0,400.0,12841.0,20706,937.519,1.91,2.053,507,False
51650,28.79,42.35,71.0,400.0,12831.0,20695,937.516,1.93,2.072,508,False
51651,28.88,41.95,66.0,400.0,12833.0,20697,937.517,1.96,2.102,509,False
51652,28.95,41.65,78.0,400.0,12830.0,20690,937.516,2.02,2.167,510,False
51653,29.01,41.4,78.0,400.0,12829.0,20684,937.514,2.04,2.194,511,False
51654,29.08,41.22,88.0,400.0,12835.0,20688,937.531,2.02,2.173,512,False
51655,29.12,41.0,85.0,400.0,12827.0,20686,937.531,2.0,2.15,513,False
51656,29.18,40.9,78.0,400.0,12827.0,20681,937.54,2.0,2.146,514,False
51657,29.21,40.78,65.0,400.0,12836.0,20706,937.529,2.01,2.1590000000000003,515,False
51658,29.22,40.66,64.0,400.0,12837.0,20704,937.529,2.02,2.17,516,False
51659,29.25,40.57,64.0,400.0,12836.0,20710,937.529,2.04,2.185,517,False
51660,29.3,40.5,55.0,400.0,12839.0,20709,937.511,2.04,2.192,518,False
51661,29.32,40.44,61.0,400.0,12843.0,20715,937.506,2.04,2.193,519,False
51662,29.32,40.37,65.0,400.0,12833.0,20704,937.498,2.06,2.21,520,False
51663,29.35,40.32,60.0,400.0,12837.0,20708,937.506,2.07,2.221,521,False
51664,29.38,40.27,47.0,400.0,12832.0,20713,937.509,2.11,2.264,522,False
51665,29.39,40.24,47.0,400.0,12839.0,20713,937.503,2.12,2.278,523,False
51666,29.41,40.19,46.0,400.0,12836.0,20716,937.498,2.13,2.287,524,False
51667,29.45,40.1,53.0,400.0,12833.0,20716,937.492,2.14,2.299,525,False
51668,29.46,40.05,55.0,400.0,12829.0,20707,937.491,2.15,2.31,526,False
51669,29.48,40.0,63.0,400.0,12830.0,20707,937.496,2.17,2.3280000000000003,527,False
51670,29.51,39.98,79.0,400.0,12831.0,20699,937.494,2.18,2.335,528,False
51671,29.52,39.96,83.0,401.0,12833.0,20690,937.494,2.15,2.311,529,False
51672,29.53,39.95,92.0,409.0,12825.0,20674,937.495,2.14,2.291,530,False
51673,29.55,39.9,104.0,408.0,12821.0,20667,937.487,2.11,2.266,531,False
51674,29.55,39.89,107.0,406.0,12824.0,20662,937.475,2.1,2.25,532,False
51675,28.18,39.94,127.0,442.0,12803.0,20639,937.473,2.05,2.195,533,False
51676,27.66,40.92,126.0,436.0,12801.0,20625,937.476,2.01,2.158,534,False
51677,27.49,41.96,125.0,438.0,12809.0,20632,937.474,2.02,2.17,535,False
51678,27.33,42.77,133.0,433.0,12810.0,20636,937.476,2.04,2.184,536,False
51679,27.22,43.43,105.0,417.0,12821.0,20651,937.468,2.04,2.19,537,False
51680,27.14,43.93,981.0,413.0,12819.0,20652,937.48,2.06,2.207,538,False
51681,27.06,44.26,113.0,411.0,12819.0,20648,937.485,2.09,2.244,539,False
51682,26.98,44.58,97.0,400.0,12830.0,20663,937.479,2.09,2.248,540,False
51683,26.91,44.83,108.0,410.0,12822.0,20667,937.481,2.15,2.302,541,False
51684,26.85,45.02,110.0,416.0,12818.0,20647,937.479,2.2,2.362,542,False
51685,26.84,45.22,120.0,410.0,12816.0,20651,937.473,2.26,2.4290000000000003,543,False
51686,26.8,45.39,132.0,408.0,12816.0,20636,937.473,2.27,2.44,544,False
51687,26.75,45.53,111.0,405.0,12824.0,20641,937.475,2.31,2.477,545,False
51688,26.69,45.63,103.0,407.0,12819.0,20655,937.484,2.31,1.942,546,False
51689,26.68,45.74,103.0,409.0,12829.0,20662,937.478,2.29,2.459,547,False
51690,26.64,45.82,94.0,400.0,12824.0,20672,937.487,2.28,2.452,548,False
51691,26.63,45.86,88.0,400.0,12829.0,20673,937.506,2.27,2.438,549,False
51692,26.58,45.97,83.0,400.0,12827.0,20681,937.51,2.25,2.417,550,False
51693,26.56,46.07,88.0,400.0,12826.0,20683,937.508,2.25,2.416,551,False
51694,26.54,46.12,83.0,400.0,12830.0,20684,937.499,2.22,2.378,552,False
51695,26.51,46.23,75.0,400.0,12831.0,20689,937.5,2.2,2.36,553,False
51696,26.47,46.27,76.0,400.0,12833.0,20697,937.5,2.16,2.315,554,False
51697,26.44,46.34,70.0,400.0,12833.0,20697,937.502,2.14,2.295,555,False
51698,26.46,46.36,61.0,400.0,12830.0,20703,937.508,2.11,2.269,556,False
51699,26.43,46.45,66.0,400.0,12826.0,20704,937.497,2.1,2.253,557,False
51700,26.4,46.49,49.0,400.0,12831.0,20708,937.494,2.06,2.213,558,False
51701,26.41,46.5,65.0,407.0,12823.0,20699,937.484,2.05,2.204,559,False
51702,26.35,46.57,67.0,400.0,12824.0,20698,937.486,2.03,2.175,560,False
51703,26.35,46.67,69.0,400.0,12832.0,20712,937.488,2.0,2.147,561,False
51704,26.36,46.73,63.0,400.0,12831.0,20708,937.484,1.94,2.0780000000000003,562,False
51705,27.78,46.66,50.0,400.0,12845.0,20722,937.487,1.91,2.053,563,False
51706,28.21,45.61,46.0,400.0,12847.0,20730,937.496,1.84,1.975,564,False
51707,28.42,44.57,45.0,400.0,12846.0,20714,937.492,1.82,1.957,565,False
51708,28.57,43.68,50.0,400.0,12844.0,20715,937.505,1.78,1.905,566,False
51709,28.66,42.97,39.0,400.0,12847.0,20720,937.497,1.75,1.875,567,False
51710,28.73,42.47,50.0,400.0,12837.0,20720,937.48,1.71,1.837,568,False
51711,28.83,42.05,49.0,400.0,12844.0,20722,937.486,1.7,1.827,569,False
51712,28.88,41.76,48.0,400.0,12840.0,20710,937.484,1.72,1.841,570,False
51713,28.98,41.49,51.0,400.0,12840.0,20720,937.488,1.75,1.883,571,False
51714,29.01,41.32,46.0,400.0,12839.0,20722,937.483,1.76,1.894,572,False
51715,29.05,41.13,42.0,400.0,12838.0,20718,937.494,1.78,1.916,573,False
51716,29.11,40.99,54.0,400.0,12832.0,20707,937.488,1.77,1.903,574,False
51717,29.14,40.85,58.0,400.0,12836.0,20708,937.485,1.74,1.863,575,False
51718,29.18,40.8,59.0,400.0,12835.0,20718,937.488,1.73,1.86,576,False
51719,29.22,40.69,52.0,400.0,12836.0,20715,937.503,1.71,1.835,577,False
51720,29.24,40.59,57.0,400.0,12833.0,20705,937.487,1.71,1.837,578,False
51721,29.27,40.52,67.0,400.0,12831.0,20702,937.514,1.79,1.921,579,False
51722,29.32,40.46,56.0,400.0,12834.0,20711,937.523,1.83,1.962,580,False
51723,29.32,40.41,50.0,400.0,12830.0,20711,937.511,1.87,2.005,581,False
51724,29.35,40.31,52.0,400.0,12836.0,20728,937.503,1.88,2.019,582,False
51725,29.39,50.14,58.0,400.0,12834.0,20711,937.51,1.94,2.087,583,False
51726,29.41,40.23,62.0,401.0,12825.0,20703,937.511,1.99,2.134,584,False
51727,29.41,40.19,54.0,400.0,12832.0,20700,937.496,2.05,1.942,585,False
51728,29.42,40.14,50.0,400.0,12833.0,20716,937.504,2.07,2.222,586,False
51729,29.46,40.12,51.0,400.0,12828.0,20714,937.506,2.12,2.278,587,False
51730,29.46,40.1,49.0,400.0,12839.0,20718,937.507,2.17,2.324,588,False
51731,29.48,40.02,48.0,400.0,12834.0,20710,937.515,2.24,2.399,589,False
51732,29.46,39.94,54.0,401.0,12829.0,20707,937.524,2.26,2.423,590,False
51733,29.51,39.98,49.0,400.0,12834.0,20712,937.524,2.29,2.457,591,False
51734,29.52,39.94,52.0,400.0,12831.0,20709,937.525,2.3,2.468,592,False
51735,28.11,40.03,81.0,415.0,12815.0,20686,937.522,2.31,2.484,593,False
51736,27.64,41.01,83.0,429.0,12805.0,20675,937.532,2.31,2.483,594,False
51737,27.42,41.98,89.0,429.0,12809.0,20672,937.522,2.3,2.469,595,False
51738,27.27,42.82,90.0,422.0,12815.0,20671,937.526,2.24,2.404,596,False
51739,27.16,43.45,89.0,412.0,12818.0,20678,937.503,2.23,2.388,597,False
51740,27.08,44.04,86.0,408.0,12820.0,20672,937.518,2.18,2.344,598,False
51741,27.01,44.41,90.0,410.0,12816.0,20679,937.507,2.19,2.349,599,False
51742,26.94,44.67,78.0,405.0,12822.0,20682,937.513,2.17,2.333,600,False
51743,26.9,44.96,86.0,403.0,12819.0,20667,937.518,2.16,2.317,601,False
51744,26.84,45.15,102.0,413.0,12817.0,20662,937.517,2.13,2.287,602,False
51745,26.78,45.31,102.0,412.0,12817.0,20656,937.511,2.13,2.282,603,False
51746,26.72,45.53,95.0,407.0,12820.0,20656,937.5,2.13,2.291,604,False
51747,26.67,45.65,96.0,403.0,12824.0,20672,937.501,2.12,2.28,605,False
51748,26.63,45.82,104.0,410.0,12823.0,20658,937.503,2.14,2.293,606,False
51749,26.6,45.92,80.0,400.0,12826.0,20677,937.497,2.15,2.309,607,False
51750,26.56,45.97,90.0,400.0,12825.0,20667,937.494,2.2,2.357,608,False
51751,26.54,46.05,86.0,404.0,12819.0,20670,937.497,2.2,2.362,609,False
51752,26.51,46.13,86.0,400.0,12826.0,20688,937.5,2.22,2.379,610,False
51753,26.5,46.23,87.0,402.0,12820.0,20679,937.508,2.23,2.397,611,False
51754,26.46,46.29,79.0,400.0,12827.0,20684,937.511,2.3,2.464,612,False
51755,26.46,46.36,81.0,400.0,12826.0,20693,937.511,2.31,2.48,613,False
51756,26.41,46.43,78.0,400.0,12824.0,20688,937.518,2.31,2.484,614,False
51757,26.4,46.45,67.0,400.0,12828.0,20690,937.513,2.28,2.443,615,False
51758,26.39,46.53,61.0,400.0,12828.0,20703,937.506,2.25,2.412,616,False
51759,26.39,46.57,67.0,400.0,12830.0,20692,937.497,2.2,2.365,617,False
51760,26.37,46.59,80.0,406.0,12822.0,20689,937.505,2.19,2.349,618,False
51761,26.32,46.65,62.0,400.0,12829.0,20703,937.498,2.15,2.302,619,False
51762,26.35,46.71,65.0,401.0,12824.0,20702,937.504,2.15,2.3080000000000003,620,False
51763,26.29,46.75,68.0,406.0,12823.0,20700,937.5,2.14,2.295,621,False
51764,26.27,46.8,58.0,400.0,12818.0,20708,937.499,2.17,2.329,622,False
51765,27.7,46.75,25.0,400.0,12839.0,20730,937.492,2.2,2.364,623,False
51766,28.15,45.69,26.0,400.0,12838.0,20732,937.494,2.22,2.378,624,False
51767,28.36,44.68,40.0,400.0,12836.0,20714,937.499,2.23,1.942,625,False
51768,28.52,43.82,46.0,400.0,12832.0,20717,937.499,2.25,2.415,626,False
51769,28.6,43.09,45.0,400.0,12830.0,20721,937.488,2.28,2.442,627,False
51770,28.69,42.62,52.0,400.0,12824.0,20708,937.498,2.27,2.439,628,False
51771,28.77,42.21,68.0,401.0,12828.0,20700,937.495,2.26,2.426,629,False
51772,28.86,41.86,61.0,400.0,12822.0,20702,937.498,2.25,2.417,630,False
51773,28.9,41.66,60.0,403.0,12819.0,20701,937.499,2.28,2.446,631,False
51774,28.94,41.47,49.0,400.0,12822.0,20714,937.488,2.27,2.44,632,False
51775,29.0,41.3,53.0,400.0,12820.0,20713,937.499,2.26,2.4290000000000003,633,False
51776,29.04,41.15,62.0,406.0,12817.0,20705,937.513,2.24,2.4090000000000003,634,False
51777,29.1,41.03,53.0,410.0,12822.0,20714,937.509,2.19,2.35,635,False
51778,29.12,40.95,52.0,408.0,12819.0,20709,937.505,2.18,2.337,636,False
51779,29.14,40.86,53.0,411.0,12818.0,20709,937.494,2.16,2.319,637,False
51780,29.2,40.76,63.0,419.0,12809.0,20701,937.501,2.15,2.311,638,False
51781,29.22,40.7,60.0,423.0,12812.0,20699,937.49,2.16,2.316,639,False
51782,29.24,40.62,47.0,415.0,12812.0,20701,937.483,2.13,2.289,640,False
51783,29.27,40.52,49.0,410.0,12819.0,20713,937.489,2.12,2.277,641,False
51784,29.3,40.5,40.0,410.0,12821.0,20720,937.5,2.1,2.258,642,False
51785,29.32,40.47,47.0,413.0,12816.0,20721,937.496,2.1,2.256,643,False
51786,29.34,40.4,46.0,411.0,12816.0,20718,937.498,2.1,2.254,644,False
51787,29.35,40.33,39.0,411.0,12813.0,20717,937.509,2.11,2.264,645,False
51788,29.37,40.28,39.0,419.0,12807.0,20715,937.508,2.15,2.31,646,False
